Column1;slugSeason;nameTeam;namePlayer;statusPlayer;isFinalSeason;isWaived;isOnRoster;isNonGuaranteed;isTeamOption;isPlayerOption;typeContractDetail;value;ID;FIRST_NAME;LAST_NAME;DISPLAY_LAST_COMMA_FIRST;DISPLAY_FI_LAST;PLAYER_SLUG;BIRTHDATE;SCHOOL;COUNTRY;LAST_AFFILIATION;HEIGHT;WEIGHT;SEASON_EXP;JERSEY;POSITION;ROSTERSTATUS;GAMES_PLAYED_CURRENT_SEASON_FLAG;TEAM_ID;TEAM_NAME;TEAM_ABBREVIATION;TEAM_CODE;TEAM_CITY;PLAYERCODE;FROM_YEAR;TO_YEAR;DLEAGUE_FLAG;NBA_FLAG;GAMES_PLAYED_FLAG;DRAFT_YEAR;DRAFT_ROUND;DRAFT_NUMBER;PTS;AST;REB;ALL_STAR_APPEARANCES;PIE
69;2024-25;Boston Celtics;Jayson Tatum;current roster;1;0;1;0;0;0;Guaranteed;34848340;1628369;Jayson;Tatum;Tatum, Jayson;J. Tatum;jayson-tatum;3/03/1998 00:00;Duke;USA;Duke/USA;80;210;3;0;Forward-Guard;Active;Y;1610612738;Celtics;BOS;celtics;Boston;jayson_tatum;2017;2020;N;Y;Y;2017;1;3;24.9;4.3;6.8;;0.145
70;2020-21;Boston Celtics;Kemba Walker;current roster;0;0;1;0;0;0;Guaranteed;34379100;202689;Kemba;Walker;Walker, Kemba;K. Walker;kemba-walker;8/05/1990 00:00;Connecticut;USA;Connecticut/USA;72;184;9;8;Guard;Active;Y;1610612738;Celtics;BOS;celtics;Boston;kemba_walker;2011;2020;N;Y;Y;2011;1;9;17.7;4.6;3.6;;0.114
71;2021-22;Boston Celtics;Kemba Walker;current roster;0;0;1;0;0;0;Guaranteed;36016200;202689;Kemba;Walker;Walker, Kemba;K. Walker;kemba-walker;8/05/1990 00:00;Connecticut;USA;Connecticut/USA;72;184;9;8;Guard;Active;Y;1610612738;Celtics;BOS;celtics;Boston;kemba_walker;2011;2020;N;Y;Y;2011;1;9;17.7;4.6;3.6;;0.114
72;2022-23;Boston Celtics;Kemba Walker;current roster;1;0;1;0;0;1;Player Option;37653300;202689;Kemba;Walker;Walker, Kemba;K. Walker;kemba-walker;8/05/1990 00:00;Connecticut;USA;Connecticut/USA;72;184;9;8;Guard;Active;Y;1610612738;Celtics;BOS;celtics;Boston;kemba_walker;2011;2020;N;Y;Y;2011;1;9;17.7;4.6;3.6;;0.114
73;2020-21;Boston Celtics;Luke Kornet;current roster;1;0;1;0;0;0;Guaranteed;2250000;1628436;Luke;Kornet;Kornet, Luke;L. Kornet;luke-kornet;15/07/1995 00:00;Vanderbilt;USA;Vanderbilt/USA;86;250;3;2;Forward-Center;Active;Y;1610612741;Bulls;CHI;bulls;Chicago;luke_kornet;2017;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;2;0.3;1.2;;0.08
74;2020-21;Boston Celtics;Marcus Smart;current roster;0;0;1;0;0;0;Guaranteed;13446428;203935;Marcus;Smart;Smart, Marcus;M. Smart;marcus-smart;6/03/1994 00:00;Oklahoma State;USA;Oklahoma State/USA;75;220;6;36;Guard;Active;Y;1610612738;Celtics;BOS;celtics;Boston;marcus_smart;2014;2020;Y;Y;Y;2014;1;6;12.8;5.4;2.8;;0.09
75;2021-22;Boston Celtics;Marcus Smart;current roster;1;0;1;0;0;0;Guaranteed;14339285;203935;Marcus;Smart;Smart, Marcus;M. Smart;marcus-smart;6/03/1994 00:00;Oklahoma State;USA;Oklahoma State/USA;75;220;6;36;Guard;Active;Y;1610612738;Celtics;BOS;celtics;Boston;marcus_smart;2014;2020;Y;Y;Y;2014;1;6;12.8;5.4;2.8;;0.09
76;2020-21;Boston Celtics;Moritz Wagner;current roster;1;0;1;0;0;0;Guaranteed;2161920;1629021;Moritz;Wagner;Wagner, Moritz;M. Wagner;moritz-wagner;26/04/1997 00:00;Michigan;Germany;Michigan/Germany;83;245;2;21;Forward-Center;Active;Y;1610612764;Wizards;WAS;wizards;Washington;moritz_wagner;2018;2020;Y;Y;Y;2018;1;25;7.1;1.3;2.9;;0.094
77;2020-21;Boston Celtics;Payton Pritchard;current roster;0;0;1;0;0;0;Guaranteed;2035800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;2021-22;Boston Celtics;Payton Pritchard;current roster;0;0;1;0;0;0;Guaranteed;2137440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;2022-23;Boston Celtics;Payton Pritchard;current roster;0;0;1;0;1;0;Team Option;2239200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;2023-24;Boston Celtics;Payton Pritchard;current roster;0;0;1;0;1;0;Team Option;4037277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;2024-25;Boston Celtics;Payton Pritchard;current roster;1;0;1;0;0;0;Qualifying Offer;5959022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;2020-21;Boston Celtics;Robert Williams;current roster;0;0;1;0;0;0;Guaranteed;2029920;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;2021-22;Boston Celtics;Robert Williams;current roster;0;0;1;0;0;0;Guaranteed;3661976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;2022-23;Boston Celtics;Robert Williams;current roster;1;0;1;0;0;0;Qualifying Offer;5430710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;2020-21;Boston Celtics;Romeo Langford;current roster;0;0;1;0;0;0;Guaranteed;3631200;1629641;Romeo;Langford;Langford, Romeo;R. Langford;romeo-langford;25/10/1999 00:00;Indiana;USA;Indiana/USA;76;216;1;45;Guard-Forward;Active;N;1610612738;Celtics;BOS;celtics;Boston;romeo_langford;2019;2020;Y;Y;Y;2019;1;14;2.5;0.4;1.3;;0.024
86;2021-22;Boston Celtics;Romeo Langford;current roster;0;0;1;0;0;0;Guaranteed;3804360;1629641;Romeo;Langford;Langford, Romeo;R. Langford;romeo-langford;25/10/1999 00:00;Indiana;USA;Indiana/USA;76;216;1;45;Guard-Forward;Active;N;1610612738;Celtics;BOS;celtics;Boston;romeo_langford;2019;2020;Y;Y;Y;2019;1;14;2.5;0.4;1.3;;0.024
87;2022-23;Boston Celtics;Romeo Langford;current roster;0;0;1;0;1;0;Team Option;5634257;1629641;Romeo;Langford;Langford, Romeo;R. Langford;romeo-langford;25/10/1999 00:00;Indiana;USA;Indiana/USA;76;216;1;45;Guard-Forward;Active;N;1610612738;Celtics;BOS;celtics;Boston;romeo_langford;2019;2020;Y;Y;Y;2019;1;14;2.5;0.4;1.3;;0.024
88;2023-24;Boston Celtics;Romeo Langford;current roster;1;0;1;0;0;0;Qualifying Offer;7837251;1629641;Romeo;Langford;Langford, Romeo;R. Langford;romeo-langford;25/10/1999 00:00;Indiana;USA;Indiana/USA;76;216;1;45;Guard-Forward;Active;N;1610612738;Celtics;BOS;celtics;Boston;romeo_langford;2019;2020;Y;Y;Y;2019;1;14;2.5;0.4;1.3;;0.024
89;2020-21;Boston Celtics;Semi Ojeleye;current roster;1;0;1;0;0;0;Guaranteed;1752950;1628400;Semi;Ojeleye;Ojeleye, Semi;S. Ojeleye;semi-ojeleye;5/12/1994 00:00;Southern Methodist;USA;Southern Methodist/USA;78;240;3;37;Forward;Active;Y;1610612738;Celtics;BOS;celtics;Boston;semi_ojeleye;2017;2020;N;Y;Y;2017;2;37;5.4;0.8;3;;0.063
90;2021-22;Boston Celtics;Tacko Fall;current roster;1;0;1;0;0;0;Qualifying Offer;1669178;1629605;Tacko;Fall;Fall, Tacko;T. Fall;tacko-fall;10/12/1995 00:00;Central Florida;Senegal;Central Florida/Senegal;89;311;1;99;Center;Active;Y;1610612738;Celtics;BOS;celtics;Boston;tacko_fall;2019;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;2.9;0.2;2.4;;0.094
91;2021-22;Boston Celtics;Tremont Waters;current roster;1;0;1;0;0;0;Qualifying Offer;1669178;1629682;Tremont;Waters;Waters, Tremont;T. Waters;tremont-waters;10/01/1998 00:00;Louisiana State;USA;Louisiana State/USA;70;175;1;51;Guard;Active;Y;1610612738;Celtics;BOS;celtics;Boston;tremont_waters;2019;2020;Y;Y;Y;2019;2;51;3;2.7;0.7;;0.088
92;2020-21;Boston Celtics;Tristan Thompson;current roster;0;0;1;0;0;0;Guaranteed;9258000;202684;Tristan;Thompson;Thompson, Tristan;T. Thompson;tristan-thompson;13/03/1991 00:00;Texas;Canada;Texas/Canada;81;254;9;13;Center-Forward;Active;Y;1610612738;Celtics;BOS;celtics;Boston;tristan_thompson;2011;2020;N;Y;Y;2011;1;4;7.9;1;8.4;;0.106
93;2021-22;Boston Celtics;Tristan Thompson;current roster;1;0;1;0;0;0;Guaranteed;9720900;202684;Tristan;Thompson;Thompson, Tristan;T. Thompson;tristan-thompson;13/03/1991 00:00;Texas;Canada;Texas/Canada;81;254;9;13;Center-Forward;Active;Y;1610612738;Celtics;BOS;celtics;Boston;tristan_thompson;2011;2020;N;Y;Y;2011;1;4;7.9;1;8.4;;0.106
94;2020-21;Brooklyn Nets;Alize Johnson;E;0;0;0;0;0;0;Not With Team;110998;1628993;Alize;Johnson;Johnson, Alize;A. Johnson;alize-johnson;22/04/1996 00:00;Missouri State;USA;Missouri State/USA;79;212;2;12;Forward;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;alize_johnson;2018;2020;Y;Y;Y;2018;2;50;2;0.4;2.8;;0.098
95;2020-21;Brooklyn Nets;Andre Roberson;W;0;0;0;0;0;0;Not With Team;163818;203460;Andre;Roberson;Roberson, Andre;A. Roberson;andre-roberson;4/12/1991 00:00;Colorado;USA;Colorado/USA;79;210;6;;Guard-Forward;Inactive;Y;0;;;;;andre_roberson;2013;2020;Y;Y;Y;2013;1;26;1.2;0.8;3;;0.023
96;2020-21;Brooklyn Nets;Blake Griffin;current roster;1;0;1;0;0;0;Guaranteed;776873;201933;Blake;Griffin;Griffin, Blake;B. Griffin;blake-griffin;16/03/1989 00:00;Oklahoma;USA;Oklahoma/USA;81;250;10;2;Forward;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;blake_griffin;2009;2020;N;Y;Y;2009;1;1;11.6;3.5;5;;0.085
97;2020-21;Brooklyn Nets;Bruce Brown Jr;current roster;0;0;1;0;0;0;Guaranteed;1663861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;2021-22;Brooklyn Nets;Bruce Brown Jr;current roster;1;0;1;0;0;0;Qualifying Offer;4736102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;2021-22;Brooklyn Nets;Chris Chiozza;current roster;1;0;1;0;0;0;Qualifying Offer;1729217;1629185;Chris;Chiozza;Chiozza, Chris;C. Chiozza;chris-chiozza;21/11/1995 00:00;Florida;USA;Florida/USA;71;175;2;4;Guard;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;chris_chiozza;2018;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;3.5;2.4;1.1;;0.095
100;2020-21;Brooklyn Nets;DeAndre Jordan;current roster;0;0;1;0;0;0;Guaranteed;10375678;201599;DeAndre;Jordan;Jordan, DeAndre;D. Jordan;deandre-jordan;21/07/1988 00:00;Texas A&M;USA;Texas A&M/USA;83;265;12;6;Center;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;deandre_jordan;2008;2020;N;Y;Y;2008;2;35;7.6;1.7;7.5;;0.108
101;2021-22;Brooklyn Nets;DeAndre Jordan;current roster;0;0;1;0;0;0;Guaranteed;9881598;201599;DeAndre;Jordan;Jordan, DeAndre;D. Jordan;deandre-jordan;21/07/1988 00:00;Texas A&M;USA;Texas A&M/USA;83;265;12;6;Center;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;deandre_jordan;2008;2020;N;Y;Y;2008;2;35;7.6;1.7;7.5;;0.108
102;2022-23;Brooklyn Nets;DeAndre Jordan;current roster;1;0;1;0;0;0;Guaranteed;9821842;201599;DeAndre;Jordan;Jordan, DeAndre;D. Jordan;deandre-jordan;21/07/1988 00:00;Texas A&M;USA;Texas A&M/USA;83;265;12;6;Center;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;deandre_jordan;2008;2020;N;Y;Y;2008;2;35;7.6;1.7;7.5;;0.108
103;2020-21;Brooklyn Nets;Iman Shumpert;W;0;0;0;0;0;0;Not With Team;447155;202697;Iman;Shumpert;Shumpert, Iman;I. Shumpert;iman-shumpert;26/06/1990 00:00;Georgia Tech;USA;Georgia Tech/USA;77;212;9;;Guard;Inactive;Y;0;;;;;iman_shumpert;2011;2020;N;Y;Y;2011;1;17;1;0;0.5;;-0.011
104;2020-21;Brooklyn Nets;James Harden;current roster;0;0;1;0;0;0;Guaranteed;41254920;201935;James;Harden;Harden, James;J. Harden;james-harden;26/08/1989 00:00;Arizona State;USA;Arizona State/USA;77;220;11;13;Guard;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;james_harden;2009;2020;N;Y;Y;2009;1;3;25.3;11.2;7.9;;0.17
105;2021-22;Brooklyn Nets;James Harden;current roster;0;0;1;0;0;0;Guaranteed;44310840;201935;James;Harden;Harden, James;J. Harden;james-harden;26/08/1989 00:00;Arizona State;USA;Arizona State/USA;77;220;11;13;Guard;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;james_harden;2009;2020;N;Y;Y;2009;1;3;25.3;11.2;7.9;;0.17
106;2022-23;Brooklyn Nets;James Harden;current roster;1;0;1;0;0;1;Player Option;47366760;201935;James;Harden;Harden, James;J. Harden;james-harden;26/08/1989 00:00;Arizona State;USA;Arizona State/USA;77;220;11;13;Guard;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;james_harden;2009;2020;N;Y;Y;2009;1;3;25.3;11.2;7.9;;0.17
107;2020-21;Brooklyn Nets;Jeff Green;current roster;1;0;1;0;0;0;Guaranteed;1620564;201145;Jeff;Green;Green, Jeff;J. Green;jeff-green;28/08/1986 00:00;Georgetown;USA;Georgetown /USA;80;235;12;8;Forward;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;jeff_green;2007;2020;N;Y;Y;2007;1;5;9.8;1.5;3.8;;0.073
108;2020-21;Brooklyn Nets;Joe Harris;current roster;0;0;1;0;0;0;Guaranteed;16071429;203925;Joe;Harris;Harris, Joe;J. Harris;joe-harris;6/09/1991 00:00;Virginia;USA;Virginia/USA;78;220;6;12;Guard-Forward;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;joe_harris;2014;2020;Y;Y;Y;2014;2;33;14.7;1.8;3.5;;0.085
109;2021-22;Brooklyn Nets;Joe Harris;current roster;0;0;1;0;0;0;Guaranteed;17357143;203925;Joe;Harris;Harris, Joe;J. Harris;joe-harris;6/09/1991 00:00;Virginia;USA;Virginia/USA;78;220;6;12;Guard-Forward;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;joe_harris;2014;2020;Y;Y;Y;2014;2;33;14.7;1.8;3.5;;0.085
110;2022-23;Brooklyn Nets;Joe Harris;current roster;0;0;1;0;0;0;Guaranteed;18642857;203925;Joe;Harris;Harris, Joe;J. Harris;joe-harris;6/09/1991 00:00;Virginia;USA;Virginia/USA;78;220;6;12;Guard-Forward;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;joe_harris;2014;2020;Y;Y;Y;2014;2;33;14.7;1.8;3.5;;0.085
111;2023-24;Brooklyn Nets;Joe Harris;current roster;1;0;1;0;0;0;Guaranteed;19928571;203925;Joe;Harris;Harris, Joe;J. Harris;joe-harris;6/09/1991 00:00;Virginia;USA;Virginia/USA;78;220;6;12;Guard-Forward;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;joe_harris;2014;2020;Y;Y;Y;2014;2;33;14.7;1.8;3.5;;0.085
112;2020-21;Brooklyn Nets;Kevin Durant;current roster;0;0;1;0;0;0;Guaranteed;40108950;201142;Kevin;Durant;Durant, Kevin;K. Durant;kevin-durant;29/09/1988 00:00;Texas;USA;Texas/USA;82;240;12;7;Forward;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;kevin_durant;2007;2020;N;Y;Y;2007;1;2;29;5.3;7.3;;0.163
113;2021-22;Brooklyn Nets;Kevin Durant;current roster;0;0;1;0;0;0;Guaranteed;42018900;201142;Kevin;Durant;Durant, Kevin;K. Durant;kevin-durant;29/09/1988 00:00;Texas;USA;Texas/USA;82;240;12;7;Forward;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;kevin_durant;2007;2020;N;Y;Y;2007;1;2;29;5.3;7.3;;0.163
114;2022-23;Brooklyn Nets;Kevin Durant;current roster;1;0;1;0;0;1;Player Option;43928850;201142;Kevin;Durant;Durant, Kevin;K. Durant;kevin-durant;29/09/1988 00:00;Texas;USA;Texas/USA;82;240;12;7;Forward;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;kevin_durant;2007;2020;N;Y;Y;2007;1;2;29;5.3;7.3;;0.163
115;2020-21;Brooklyn Nets;Kyrie Irving;current roster;0;0;1;0;0;0;Guaranteed;33460350;202681;Kyrie;Irving;Irving, Kyrie;K. Irving;kyrie-irving;23/03/1992 00:00;Duke;Australia;Duke/Australia;74;195;9;11;Guard;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;kyrie_irving;2011;2020;N;Y;Y;2011;1;1;28.1;5.7;4.8;;0.15
116;2021-22;Brooklyn Nets;Kyrie Irving;current roster;0;0;1;0;0;0;Guaranteed;35053700;202681;Kyrie;Irving;Irving, Kyrie;K. Irving;kyrie-irving;23/03/1992 00:00;Duke;Australia;Duke/Australia;74;195;9;11;Guard;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;kyrie_irving;2011;2020;N;Y;Y;2011;1;1;28.1;5.7;4.8;;0.15
117;2022-23;Brooklyn Nets;Kyrie Irving;current roster;1;0;1;0;0;1;Player Option;36647050;202681;Kyrie;Irving;Irving, Kyrie;K. Irving;kyrie-irving;23/03/1992 00:00;Duke;Australia;Duke/Australia;74;195;9;11;Guard;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;kyrie_irving;2011;2020;N;Y;Y;2011;1;1;28.1;5.7;4.8;;0.15
118;2020-21;Brooklyn Nets;LaMarcus Aldridge;current roster;1;0;1;0;0;0;Guaranteed;554988;200746;LaMarcus;Aldridge;Aldridge, LaMarcus;L. Aldridge;lamarcus-aldridge;19/07/1985 00:00;Texas;USA;Texas/USA;83;250;14;12;Center-Forward;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;lamarcus_aldridge;2006;2020;N;Y;Y;2006;1;2;13.7;1.7;4.5;;0.096
119;2020-21;Brooklyn Nets;Landry Shamet;current roster;0;0;1;0;0;0;Guaranteed;2090040;1629013;Landry;Shamet;Shamet, Landry;L. Shamet;landry-shamet;13/03/1997 00:00;Wichita State;USA;Wichita State/USA;76;190;2;20;Guard;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;landry_shamet;2018;2020;N;Y;Y;2018;1;26;7.8;1.1;1.8;;0.059
120;2021-22;Brooklyn Nets;Landry Shamet;current roster;0;0;1;0;0;0;Guaranteed;3768342;1629013;Landry;Shamet;Shamet, Landry;L. Shamet;landry-shamet;13/03/1997 00:00;Wichita State;USA;Wichita State/USA;76;190;2;20;Guard;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;landry_shamet;2018;2020;N;Y;Y;2018;1;26;7.8;1.1;1.8;;0.059
121;2022-23;Brooklyn Nets;Landry Shamet;current roster;1;0;1;0;0;0;Qualifying Offer;5562073;1629013;Landry;Shamet;Shamet, Landry;L. Shamet;landry-shamet;13/03/1997 00:00;Wichita State;USA;Wichita State/USA;76;190;2;20;Guard;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;landry_shamet;2018;2020;N;Y;Y;2018;1;26;7.8;1.1;1.8;;0.059
122;2020-21;Brooklyn Nets;Nicolas Claxton;current roster;0;0;1;0;0;0;Guaranteed;1517981;1629651;Nicolas;Claxton;Claxton, Nicolas;N. Claxton;nicolas-claxton;17/04/1999 00:00;Georgia;USA;Georgia/USA;83;215;1;33;Forward-Center;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;nicolas_claxton;2019;2020;Y;Y;Y;2019;2;31;9.8;0.9;4.3;;0.143
123;2021-22;Brooklyn Nets;Nicolas Claxton;current roster;0;0;1;0;0;0;Guaranteed;1782621;1629651;Nicolas;Claxton;Claxton, Nicolas;N. Claxton;nicolas-claxton;17/04/1999 00:00;Georgia;USA;Georgia/USA;83;215;1;33;Forward-Center;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;nicolas_claxton;2019;2020;Y;Y;Y;2019;2;31;9.8;0.9;4.3;;0.143
124;2022-23;Brooklyn Nets;Nicolas Claxton;current roster;1;0;1;0;0;0;Qualifying Offer;2228276;1629651;Nicolas;Claxton;Claxton, Nicolas;N. Claxton;nicolas-claxton;17/04/1999 00:00;Georgia;USA;Georgia/USA;83;215;1;33;Forward-Center;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;nicolas_claxton;2019;2020;Y;Y;Y;2019;2;31;9.8;0.9;4.3;;0.143
125;2020-21;Brooklyn Nets;Noah Vonleh;W;0;0;0;0;0;0;Not With Team;263995;203943;Noah;Vonleh;Vonleh, Noah;N. Vonleh;noah-vonleh;24/08/1995 00:00;Indiana;USA;Indiana/USA;82;257;6;;Forward;Inactive;Y;0;;;;;noah_vonleh;2014;2020;Y;Y;Y;2014;1;9;0;0.3;0.3;;-0.094
126;2020-21;Brooklyn Nets;Norvel Pelle;W;0;0;0;0;0;0;Not With Team;217845;203658;Norvel;Pelle;Pelle, Norvel;N. Pelle;norvel-pelle;3/02/1993 00:00;Iona;USA;Iona/USA;82;231;1;;Center;Inactive;Y;0;;;;;norvel_pelle;2019;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;2.3;0.3;2;;-0.012
127;2020-21;Brooklyn Nets;Spencer Dinwiddie;current roster;0;0;1;0;0;0;Guaranteed;11454048;203915;Spencer;Dinwiddie;Dinwiddie, Spencer;S. Dinwiddie;spencer-dinwiddie;6/04/1993 00:00;Colorado;USA;Colorado/USA;77;215;6;26;Guard;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;spencer_dinwiddie;2014;2020;Y;Y;Y;2014;2;38;6.7;3;4.3;;0.102
128;2021-22;Brooklyn Nets;Spencer Dinwiddie;current roster;1;0;1;0;0;1;Player Option;12302496;203915;Spencer;Dinwiddie;Dinwiddie, Spencer;S. Dinwiddie;spencer-dinwiddie;6/04/1993 00:00;Colorado;USA;Colorado/USA;77;215;6;26;Guard;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;spencer_dinwiddie;2014;2020;Y;Y;Y;2014;2;38;6.7;3;4.3;;0.102
129;2020-21;Brooklyn Nets;Timothe LuwawuCabarrot;current roster;1;0;1;0;0;0;Guaranteed;1824003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;2020-21;Brooklyn Nets;Tyler Cook;E;0;0;0;0;0;0;Not With Team;99020;1629076;Tyler;Cook;Cook, Tyler;T. Cook;tyler-cook;23/09/1997 00:00;Iowa;USA;Iowa/USA;80;255;1;25;Forward;Active;Y;1610612765;Pistons;DET;pistons;Detroit;tyler_cook;2019;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;0.7;0.3;1.5;;0.037
131;2020-21;Brooklyn Nets;Tyler Johnson;current roster;1;0;1;0;0;0;Guaranteed;1620564;204020;Tyler;Johnson;Johnson, Tyler;T. Johnson;tyler-johnson;7/05/1992 00:00;Fresno State;USA;Fresno State/USA;75;186;6;10;Guard;Active;Y;1610612751;Nets;BKN;nets;Brooklyn;tyler_johnson;2014;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;5.2;0.9;1.8;;0.065
132;2020-21;Charlotte Hornets;Bismack Biyombo;current roster;1;0;1;0;0;0;Guaranteed;3500000;202687;Bismack;Biyombo;Biyombo, Bismack;B. Biyombo;bismack-biyombo;28/08/1992 00:00;Baloncesto Fuenlabrada;DRC;Baloncesto Fuenlabrada/DRC;80;255;9;8;Center;Active;Y;1610612766;Hornets;CHA;hornets;Charlotte;bismack_biyombo;2011;2020;N;Y;Y;2011;1;7;5.5;1.3;5.5;;0.067
133;2020-21;Charlotte Hornets;Brad Wanamaker;current roster;0;0;1;0;0;0;Guaranteed;2250000;202954;Brad;Wanamaker;Wanamaker, Brad;B. Wanamaker;brad-wanamaker;25/07/1989 00:00;Pittsburgh;USA;Pittsburgh/USA;75;210;2;10;Guard;Active;Y;1610612744;Warriors;GSW;warriors;Golden State;brad_wanamaker;2018;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;4.7;2.5;1.7;;0.07
134;2021-22;Charlotte Hornets;Brad Wanamaker;current roster;1;0;1;0;0;0;Qualifying Offer;2812500;202954;Brad;Wanamaker;Wanamaker, Brad;B. Wanamaker;brad-wanamaker;25/07/1989 00:00;Pittsburgh;USA;Pittsburgh/USA;75;210;2;10;Guard;Active;Y;1610612744;Warriors;GSW;warriors;Golden State;brad_wanamaker;2018;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;4.7;2.5;1.7;;0.07
135;2020-21;Charlotte Hornets;Caleb Martin;current roster;0;0;1;0;0;0;Guaranteed;1517981;1628997;Caleb;Martin;Martin, Caleb;C. Martin;caleb-martin;28/09/1995 00:00;Nevada-Reno;USA;Nevada-Reno/USA;77;205;1;10;Forward;Active;Y;1610612766;Hornets;CHA;hornets;Charlotte;caleb_martin;2019;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;5.3;1.1;2.6;;0.076
136;2021-22;Charlotte Hornets;Caleb Martin;current roster;0;0;1;1;0;0;Non-Guaranteed;1782621;1628997;Caleb;Martin;Martin, Caleb;C. Martin;caleb-martin;28/09/1995 00:00;Nevada-Reno;USA;Nevada-Reno/USA;77;205;1;10;Forward;Active;Y;1610612766;Hornets;CHA;hornets;Charlotte;caleb_martin;2019;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;5.3;1.1;2.6;;0.076
137;2022-23;Charlotte Hornets;Caleb Martin;current roster;1;0;1;0;0;0;Qualifying Offer;2228821;1628997;Caleb;Martin;Martin, Caleb;C. Martin;caleb-martin;28/09/1995 00:00;Nevada-Reno;USA;Nevada-Reno/USA;77;205;1;10;Forward;Active;Y;1610612766;Hornets;CHA;hornets;Charlotte;caleb_martin;2019;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;5.3;1.1;2.6;;0.076
138;2020-21;Charlotte Hornets;Cody Martin;current roster;0;0;1;0;0;0;Guaranteed;1517981;1628998;Cody;Martin;Martin, Cody;C. Martin;cody-martin;28/09/1995 00:00;Nevada-Reno;USA;Nevada-Reno/USA;77;205;1;11;Forward;Active;Y;1610612766;Hornets;CHA;hornets;Charlotte;cody_martin;2019;2020;Y;Y;Y;2019;2;36;3.8;1.2;2.4;;0.091
139;2021-22;Charlotte Hornets;Cody Martin;current roster;0;0;1;1;0;0;Non-Guaranteed;1782621;1628998;Cody;Martin;Martin, Cody;C. Martin;cody-martin;28/09/1995 00:00;Nevada-Reno;USA;Nevada-Reno/USA;77;205;1;11;Forward;Active;Y;1610612766;Hornets;CHA;hornets;Charlotte;cody_martin;2019;2020;Y;Y;Y;2019;2;36;3.8;1.2;2.4;;0.091
140;2022-23;Charlotte Hornets;Cody Martin;current roster;1;0;1;0;0;0;Qualifying Offer;2228821;1628998;Cody;Martin;Martin, Cody;C. Martin;cody-martin;28/09/1995 00:00;Nevada-Reno;USA;Nevada-Reno/USA;77;205;1;11;Forward;Active;Y;1610612766;Hornets;CHA;hornets;Charlotte;cody_martin;2019;2020;Y;Y;Y;2019;2;36;3.8;1.2;2.4;;0.091
